sgRNA,Cell_line,Replicate,Timepoint,gene,Treatment,diff,type,TP,FP,AUC
sgSOX1_1,Hbe,R2,T4,SOX1,No,0.599246129222171,-,0.996598639455782,0.924496644295302,0.946659704150116
sgDNAJC15_6,Hbe,R1,T5,DNAJC15,No,0.599272512092096,-,0.996598639455782,0.885906040268456,0.948229123864311
sgS100G_4,Hbe,R2,T5,S100G,No,0.599348819811843,-,0.993197278911565,0.855704697986577,0.954238574624481
sgCOTL1_5,Hbe,R2,T4,COTL1,No,0.599919626622695,-,0.996598639455782,0.926174496644295,0.946659704150116
sgNVL_4,Susa,R2,T2,NVL,No,0.600051582492227,+,0.965986394557823,0.986577181208054,0.594176596813222
sgTSPY8_4,Hbe,R2,T6,TSPY8,No,0.600424926330354,-,0.989795918367347,0.845637583892617,0.959497557412227
sgSLMO1_1,Hbe,R2,T5,SLMO1,No,0.600425610572813,-,0.993197278911565,0.85738255033557,0.954238574624481
sgZNF432_6,Hbe,R1,T3,ZNF432,No,0.600974312598012,-,0.996598639455782,0.968120805369127,0.922673263936447
sgEIF4E2_3,Susa,R1,T6,EIF4E2,No,0.601048753864576,-,0.996598639455782,0.961409395973154,0.935257156553897
sgPRB1_6,Hbe,R1,T5,PRB1,No,0.601452714787907,-,0.996598639455782,0.88758389261745,0.948229123864311
sgSVIP_2,Hbe,R2,T6,SVIP,No,0.601982570655437,-,0.989795918367347,0.847315436241611,0.959497557412227
sgTSPY8_6,Susa,R2,T5,TSPY8,No,0.602294574792094,-,0.986394557823129,0.939597315436242,0.881129297356526
sgCDK7_4,Hbe,R1,T1,CDK7,No,0.602790005481211,+,0.991496598639456,0.996644295302013,0.474327146966169
sgIL12B_6,Hbe,R2,T2,IL12B,No,0.602922390552625,-,0.998299319727891,0.981543624161074,0.806402091037757
sgPTEN_6,Hbe,R1,T6,PTEN,No,0.60301728455147,-,0.996598639455782,0.922818791946309,0.940955576861617
sgCOTL1_6,Hbe,R1,T5,COTL1,No,0.603411737691433,-,0.996598639455782,0.889261744966443,0.948229123864311
sgSVIP_5,Hbe,R1,T5,SVIP,No,0.603479929484492,-,0.996598639455782,0.890939597315436,0.948229123864311
sgST3GAL3_4,Hbe,R2,T5,ST3GAL3,No,0.603707294454654,-,0.993197278911565,0.859060402684564,0.954238574624481
sgFAT1_4,Hbe,R1,T6,FAT1,No,0.603721201835804,-,0.996598639455782,0.924496644295302,0.940955576861617
sgZNF432_4,Hbe,R1,T5,ZNF432,No,0.604165031811758,-,0.996598639455782,0.89261744966443,0.948229123864311
sgSOX1_2,Susa,R2,T6,SOX1,No,0.604269418030215,-,0.989795918367347,0.927852348993289,0.862398986440214
sgUBQLN3_5,Hbe,R2,T6,UBQLN3,No,0.604395870249067,-,0.989795918367347,0.848993288590604,0.959497557412227
sgKIR2DL1_6,Susa,R1,T6,KIR2DL1,No,0.604508465806266,-,0.996598639455782,0.963087248322148,0.935257156553897
sgPOMZP3_1,Hbe,R1,T5,POMZP3,No,0.604555757282777,-,0.996598639455782,0.894295302013423,0.948229123864311
sgEIF4E2_3,Susa,R1,T5,EIF4E2,No,0.604607067161518,-,0.998299319727891,0.976510067114094,0.94936481303931
sgTSPY8_6,Hbe,R1,T6,TSPY8,No,0.604665540600556,-,0.996598639455782,0.926174496644295,0.940955576861617
sgUBQLN3_2,Hbe,R1,T6,UBQLN3,No,0.604748782551544,-,0.996598639455782,0.927852348993289,0.940955576861617
sgSOX1_2,Hbe,R2,T6,SOX1,No,0.604848335253129,-,0.989795918367347,0.850671140939597,0.959497557412227
sgIPO13_6,Hbe,R2,T5,IPO13,No,0.605033234483616,+,0.994897959183674,0.859060402684564,0.954238574624481
sgCNPY1_6,Susa,R1,T5,CNPY1,No,0.605594277345455,-,0.998299319727891,0.978187919463087,0.94936481303931
sgNDC80_1,Susa,R2,T4,NDC80,No,0.606248984652844,+,0.986394557823129,0.963087248322148,0.845763137469753
sgNLRP8_5,Hbe,R2,T5,NLRP8,No,0.606508862739136,-,0.994897959183674,0.860738255033557,0.954238574624481
sgBANF2_1,Hbe,R1,T4,BANF2,No,0.606805067589314,-,0.998299319727891,0.934563758389262,0.955950668858147
sgMYO1B_1,Hbe,R2,T5,MYO1B,No,0.607138031826973,-,0.994897959183674,0.86241610738255,0.954238574624481
sgBUD31_3,Susa,R2,T3,BUD31,No,0.607330313274974,+,0.981292517006803,0.966442953020134,0.804724238688764
sgFAT1_2,Hbe,R2,T6,FAT1,No,0.60752569177698,-,0.989795918367347,0.852348993288591,0.959497557412227
sgNLRP8_6,Hbe,R2,T3,NLRP8,No,0.607560569413173,-,0.996598639455782,0.944630872483222,0.910426083184952
sgUBQLN3_3,Hbe,R2,T4,UBQLN3,No,0.607686719213899,-,0.996598639455782,0.927852348993289,0.946659704150116
sgNREP_4,Hbe,R2,T6,NREP,No,0.607751066021274,-,0.989795918367347,0.854026845637584,0.959497557412227
sgEIF4E2_4,Susa,R1,T6,EIF4E2,No,0.608127742731297,-,0.996598639455782,0.964765100671141,0.935257156553897
sgSPOP_3,Hbe,R2,T6,SPOP,No,0.608467052648421,-,0.989795918367347,0.855704697986577,0.959497557412227
sgAAR2_3,Hbe,R2,T6,AAR2,No,0.608853217119759,-,0.989795918367347,0.85738255033557,0.959497557412227
sgSPOP_5,Susa,R2,T3,SPOP,No,0.608917342619732,-,0.981292517006803,0.968120805369127,0.804724238688764
sgSNX16_3,Hbe,R2,T6,SNX16,No,0.608942305621567,-,0.989795918367347,0.859060402684564,0.959497557412227
sgPICALM_3,Susa,R2,T4,PICALM,No,0.609045477615557,-,0.986394557823129,0.964765100671141,0.845763137469753
sgTCAIM_3,Hbe,R1,T5,TCAIM,No,0.609068895794315,-,0.996598639455782,0.895973154362416,0.948229123864311
sgCGB1_4,Hbe,R2,T6,CGB1,No,0.609190596382269,-,0.989795918367347,0.860738255033557,0.959497557412227
sgCNPY1_1,Susa,R2,T3,CNPY1,No,0.60976221533352,-,0.981292517006803,0.969798657718121,0.804724238688764
sgAADAT_5,Hbe,R2,T5,AADAT,No,0.609798892866621,-,0.994897959183674,0.864093959731544,0.954238574624481
sgKIR2DL1_3,Susa,R2,T4,KIR2DL1,No,0.610004822659785,-,0.986394557823129,0.966442953020134,0.845763137469753
sgEXOSC7_6,Susa,R2,T1,EXOSC7,No,0.610237605225972,+,0.947278911564626,0.993288590604027,0.343665822033511
sgNREP_4,Hbe,R1,T3,NREP,No,0.610312224114197,-,0.996598639455782,0.969798657718121,0.922673263936447
sgPLCD4_4,Hbe,R2,T2,PLCD4,No,0.610531940828508,-,0.998299319727891,0.983221476510067,0.806402091037757
sgNLRP8_6,Hbe,R2,T4,NLRP8,No,0.610857526101174,-,0.996598639455782,0.929530201342282,0.946659704150116
sgBMP10_6,Susa,R2,T5,BMP10,No,0.611297731206562,-,0.986394557823129,0.941275167785235,0.881129297356526
sgAADACL2_5,Hbe,R1,T4,AADACL2,No,0.611602465421194,-,0.998299319727891,0.936241610738255,0.955950668858147
sgACTL6A_1,Hbe,R1,T1,ACTL6A,No,0.611607083391716,+,0.993197278911565,0.996644295302013,0.474327146966169
sgBMP10_5,Susa,R2,T3,BMP10,No,0.611926875104825,-,0.981292517006803,0.971476510067114,0.804724238688764
sgS100G_3,Hbe,R1,T5,S100G,No,0.611955831572879,-,0.996598639455782,0.897651006711409,0.948229123864311
sgKIR2DL1_6,Hbe,R1,T5,KIR2DL1,No,0.612035848278604,-,0.996598639455782,0.899328859060403,0.948229123864311
sgSPOP_1,Hbe,R1,T5,SPOP,No,0.612368044209465,-,0.996598639455782,0.901006711409396,0.948229123864311
sgCOTL1_4,Hbe,R2,T3,COTL1,No,0.612639675447764,-,0.996598639455782,0.946308724832215,0.910426083184952
sgPRB1_3,Hbe,R2,T6,PRB1,No,0.613044920435627,-,0.989795918367347,0.86241610738255,0.959497557412227
sgTSPY8_2,Hbe,R2,T6,TSPY8,No,0.613110623748502,-,0.989795918367347,0.864093959731544,0.959497557412227
sgC9orf16_4,Hbe,R1,T5,C9orf16,No,0.613407711357974,-,0.996598639455782,0.902684563758389,0.948229123864311
sgBOLA1_6,Susa,R2,T6,BOLA1,No,0.613446984312032,-,0.989795918367347,0.929530201342282,0.862398986440214
sgPICALM_2,Hbe,R1,T4,PICALM,No,0.613611509647479,-,0.998299319727891,0.937919463087248,0.955950668858147
sgBMP10_2,Susa,R2,T5,BMP10,No,0.613744047418187,-,0.986394557823129,0.942953020134228,0.881129297356526
sgTCAIM_1,Hbe,R1,T4,TCAIM,No,0.614001687208698,-,0.998299319727891,0.939597315436242,0.955950668858147
sgNLRP5_3,Susa,R1,T6,NLRP5,No,0.614332737729299,-,0.996598639455782,0.966442953020134,0.935257156553897
sgCDC16_2,Susa,R2,T3,CDC16,No,0.614512695896149,+,0.982993197278912,0.971476510067114,0.804724238688764
sgPHF19_6,Hbe,R1,T4,PHF19,No,0.614621316873129,-,0.998299319727891,0.941275167785235,0.955950668858147
sgSOX1_1,Hbe,R2,T3,SOX1,No,0.614903034993026,-,0.996598639455782,0.947986577181208,0.910426083184952
sgST3GAL3_1,Susa,R2,T5,ST3GAL3,No,0.615158785106961,-,0.986394557823129,0.944630872483222,0.881129297356526
sgXPO1_5,Hbe,R2,T1,XPO1,No,0.615173486752642,+,0.991496598639456,0.99496644295302,0.522976304615806
sgSVIP_1,Hbe,R2,T6,SVIP,No,0.615469543638784,-,0.989795918367347,0.865771812080537,0.959497557412227
sgTSPY8_2,Hbe,R1,T4,TSPY8,No,0.615558251937566,-,0.998299319727891,0.942953020134228,0.955950668858147
sgDNAJC15_3,Susa,R2,T6,DNAJC15,No,0.615798948822421,-,0.989795918367347,0.931208053691275,0.862398986440214
sgPTEN_4,Susa,R2,T6,PTEN,No,0.61581070138741,-,0.989795918367347,0.932885906040268,0.862398986440214
sgPOMZP3_1,Hbe,R2,T5,POMZP3,No,0.6164542377655,-,0.994897959183674,0.865771812080537,0.954238574624481
sgNLRP5_5,Hbe,R2,T3,NLRP5,No,0.616863661766075,-,0.996598639455782,0.949664429530201,0.910426083184952
sgEIF4E2_5,Hbe,R2,T6,EIF4E2,No,0.617080532289537,-,0.989795918367347,0.86744966442953,0.959497557412227
sgTCAIM_6,Hbe,R2,T6,TCAIM,No,0.617370652484522,-,0.989795918367347,0.869127516778524,0.959497557412227
sgSNRPD2_4,Susa,R2,T2,SNRPD2,No,0.617603526314775,+,0.969387755102041,0.986577181208054,0.594176596813222
sgAIG1_1,Susa,R1,T5,AIG1,No,0.617718780580917,-,0.998299319727891,0.979865771812081,0.94936481303931
sgST3GAL3_6,Hbe,R1,T5,ST3GAL3,No,0.618449885703557,-,0.996598639455782,0.904362416107383,0.948229123864311
sgNLRP5_4,Hbe,R2,T5,NLRP5,No,0.618613444290287,-,0.994897959183674,0.86744966442953,0.954238574624481
sgPTEN_3,Hbe,R1,T6,PTEN,No,0.619122727834198,-,0.996598639455782,0.929530201342282,0.940955576861617
sgAADACL2_5,Hbe,R1,T6,AADACL2,No,0.619399690457696,-,0.996598639455782,0.931208053691275,0.940955576861617
sgAAR2_4,Hbe,R2,T4,AAR2,No,0.619736673842007,-,0.996598639455782,0.931208053691275,0.946659704150116
sgKIR2DL1_6,Susa,R2,T5,KIR2DL1,No,0.619965149366996,-,0.986394557823129,0.946308724832215,0.881129297356526
sgBRAF_1,Hbe,R1,T4,BRAF,No,0.620088051659047,-,0.998299319727891,0.944630872483222,0.955950668858147
sgPHF19_6,Hbe,R2,T4,PHF19,No,0.62033361241665,-,0.996598639455782,0.932885906040268,0.946659704150116
sgAIG1_6,Hbe,R2,T5,AIG1,No,0.620759019652239,-,0.994897959183674,0.869127516778524,0.954238574624481
sgZNF432_1,Hbe,R2,T5,ZNF432,No,0.620815570622785,-,0.994897959183674,0.870805369127517,0.954238574624481
sgBRAF_2,Hbe,R2,T5,BRAF,No,0.621450312396589,-,0.994897959183674,0.87248322147651,0.954238574624481
sgAADAT_5,Hbe,R2,T6,AADAT,No,0.621505882095155,-,0.989795918367347,0.870805369127517,0.959497557412227
sgPLCD4_1,Hbe,R1,T5,PLCD4,No,0.621896322820747,-,0.996598639455782,0.906040268456376,0.948229123864311
sgRUVBL2_6,Susa,R1,T6,RUVBL2,No,0.622057433625986,+,0.998299319727891,0.966442953020134,0.935257156553897
sgS100G_1,Hbe,R2,T6,S100G,No,0.622254738711252,-,0.989795918367347,0.87248322147651,0.959497557412227
sgEIF4E2_3,Hbe,R2,T5,EIF4E2,No,0.622639699600685,-,0.994897959183674,0.874161073825503,0.954238574624481
sgBRAF_6,Hbe,R1,T5,BRAF,No,0.622675112327394,-,0.996598639455782,0.907718120805369,0.948229123864311
sgMT1M_2,Hbe,R2,T5,MT1M,No,0.622724785321477,-,0.994897959183674,0.875838926174497,0.954238574624481
sgDNAJC15_1,Susa,R2,T5,DNAJC15,No,0.622955967142975,-,0.986394557823129,0.947986577181208,0.881129297356526
sgPLCD4_4,Hbe,R2,T2,PLCD4,No,0.623569077761268,-,0.998299319727891,0.98489932885906,0.806402091037757
sgNLRP8_6,Hbe,R1,T4,NLRP8,No,0.623614143453855,-,0.998299319727891,0.946308724832215,0.955950668858147
sgPTEN_3,Hbe,R1,T3,PTEN,No,0.624022953021291,-,0.996598639455782,0.971476510067114,0.922673263936447
sgTCAIM_3,Hbe,R2,T6,TCAIM,No,0.624731642042347,-,0.989795918367347,0.874161073825503,0.959497557412227
sgACTL6A_1,Hbe,R1,T6,ACTL6A,No,0.625544639799808,+,0.998299319727891,0.931208053691275,0.940955576861617
sgAADAT_1,Hbe,R2,T5,AADAT,No,0.625800079699488,-,0.994897959183674,0.87751677852349,0.954238574624481
sgDNAJC15_4,Hbe,R2,T5,DNAJC15,No,0.625873501751255,-,0.994897959183674,0.879194630872483,0.954238574624481
sgPOMZP3_1,Hbe,R2,T6,POMZP3,No,0.626212677714115,-,0.989795918367347,0.875838926174497,0.959497557412227
sgEIF4E2_3,Hbe,R2,T4,EIF4E2,No,0.626264207865197,-,0.996598639455782,0.934563758389262,0.946659704150116
sgFAT1_3,Hbe,R1,T5,FAT1,No,0.626295300900466,-,0.996598639455782,0.909395973154362,0.948229123864311
sgTRIM40_1,Hbe,R1,T6,TRIM40,No,0.626303543173338,-,0.998299319727891,0.932885906040268,0.940955576861617
sgNREP_4,Hbe,R2,T3,NREP,No,0.626315546250826,-,0.996598639455782,0.951342281879195,0.910426083184952
sgFAT1_4,Hbe,R1,T4,FAT1,No,0.626430762086222,-,0.998299319727891,0.947986577181208,0.955950668858147
sgTSPY8_6,Hbe,R1,T4,TSPY8,No,0.626755213260061,-,0.998299319727891,0.949664429530201,0.955950668858147
sgIMP4_5,Susa,R2,T1,IMP4,No,0.62678116224543,+,0.948979591836735,0.993288590604027,0.343665822033511
sgEIF4E2_3,Hbe,R1,T6,EIF4E2,No,0.626834166513389,-,0.998299319727891,0.934563758389262,0.940955576861617
sgNREP_3,Hbe,R1,T5,NREP,No,0.627022800785697,-,0.996598639455782,0.911073825503356,0.948229123864311
sgFAT1_1,Hbe,R1,T4,FAT1,No,0.627217668857103,-,0.998299319727891,0.951342281879195,0.955950668858147
sgZNF432_6,Hbe,R1,T2,ZNF432,No,0.62740035879701,-,0.994897959183674,0.98489932885906,0.764732570880701
sgTCAIM_1,Hbe,R1,T3,TCAIM,No,0.627805105928126,-,0.996598639455782,0.973154362416107,0.922673263936447
sgTSPY8_6,Hbe,R2,T4,TSPY8,No,0.627932471442102,-,0.996598639455782,0.936241610738255,0.946659704150116
sgZNF432_4,Hbe,R2,T6,ZNF432,No,0.62811642473749,-,0.989795918367347,0.87751677852349,0.959497557412227
sgPRB1_3,Hbe,R1,T4,PRB1,No,0.628148112030214,-,0.998299319727891,0.953020134228188,0.955950668858147
sgPLCD4_5,Susa,R1,T6,PLCD4,No,0.628389355956218,-,0.998299319727891,0.968120805369127,0.935257156553897
sgTSPY8_2,Susa,R1,T6,TSPY8,No,0.628613899628658,-,0.998299319727891,0.969798657718121,0.935257156553897
sgNREP_4,Hbe,R2,T4,NREP,No,0.628886832557888,-,0.996598639455782,0.937919463087248,0.946659704150116
sgSPOP_5,Hbe,R2,T6,SPOP,No,0.628908676828382,-,0.989795918367347,0.879194630872483,0.959497557412227
sgZNF432_5,Hbe,R1,T5,ZNF432,No,0.628915013381901,-,0.996598639455782,0.912751677852349,0.948229123864311
sgNLRP4_6,Hbe,R2,T5,NLRP4,No,0.628925028902616,-,0.994897959183674,0.880872483221476,0.954238574624481
sgTSPY8_3,Hbe,R2,T5,TSPY8,No,0.628951799889518,-,0.994897959183674,0.88255033557047,0.954238574624481
sgIL12B_6,Hbe,R2,T2,IL12B,No,0.628994316916801,-,0.998299319727891,0.986577181208054,0.806402091037757
sgSPOP_1,Hbe,R1,T3,SPOP,No,0.62904412837394,-,0.996598639455782,0.974832214765101,0.922673263936447
sgBOLA1_4,Susa,R2,T4,BOLA1,No,0.629078462844846,-,0.986394557823129,0.968120805369127,0.845763137469753
sgC9orf16_1,Hbe,R2,T6,C9orf16,No,0.629615286763422,-,0.989795918367347,0.880872483221476,0.959497557412227
sgBMP10_2,Hbe,R2,T5,BMP10,No,0.629682744506581,-,0.994897959183674,0.884228187919463,0.954238574624481
sgMYO1B_5,Hbe,R1,T5,MYO1B,No,0.629925856844658,-,0.996598639455782,0.914429530201342,0.948229123864311
sgSNX16_6,Susa,R1,T5,SNX16,No,0.630780187314875,-,0.998299319727891,0.981543624161074,0.94936481303931
sgPTEN_5,Hbe,R2,T5,PTEN,No,0.631482233742811,-,0.994897959183674,0.885906040268456,0.954238574624481
sgDNAJC15_2,Hbe,R1,T6,DNAJC15,No,0.631581622263322,-,0.998299319727891,0.936241610738255,0.940955576861617
sgSOX14_3,Hbe,R1,T5,SOX14,No,0.63203965692908,-,0.996598639455782,0.916107382550336,0.948229123864311
sgTCAIM_1,Hbe,R1,T5,TCAIM,No,0.632367197791023,-,0.996598639455782,0.917785234899329,0.948229123864311
sgMYO1B_1,Hbe,R1,T5,MYO1B,No,0.632705230083436,-,0.996598639455782,0.919463087248322,0.948229123864311
sgADARB1_1,Hbe,R1,T5,ADARB1,No,0.632801338824619,-,0.996598639455782,0.921140939597315,0.948229123864311
sgZNF552_4,Susa,R2,T4,ZNF552,No,0.632876443127449,-,0.986394557823129,0.969798657718121,0.845763137469753
sgZNF432_1,Hbe,R1,T5,ZNF432,No,0.633247069223476,-,0.996598639455782,0.922818791946309,0.948229123864311
sgPTEN_3,Hbe,R1,T2,PTEN,No,0.633267512846168,-,0.994897959183674,0.986577181208054,0.764732570880701
sgBRAF_4,Susa,R2,T1,BRAF,No,0.633491680664109,-,0.948979591836735,0.99496644295302,0.343665822033511
sgFAT1_4,Hbe,R1,T4,FAT1,No,0.633598072178345,-,0.998299319727891,0.954697986577181,0.955950668858147
sgAIG1_6,Hbe,R1,T3,AIG1,No,0.633814978140217,-,0.996598639455782,0.976510067114094,0.922673263936447
sgMT1M_2,Hbe,R1,T6,MT1M,No,0.634419861434667,-,0.998299319727891,0.937919463087248,0.940955576861617
sgSPOP_5,Susa,R2,T5,SPOP,No,0.634744806201317,-,0.986394557823129,0.949664429530201,0.881129297356526
sgNLRP8_6,Hbe,R1,T5,NLRP8,No,0.63483168247532,-,0.996598639455782,0.924496644295302,0.948229123864311
sgAIG1_1,Susa,R1,T4,AIG1,No,0.634921633430739,-,1,0.993288590604027,0.941529128429895
sgTCAIM_1,Susa,R1,T5,TCAIM,No,0.63507972220088,-,0.998299319727891,0.983221476510067,0.94936481303931
sgZNF552_2,Hbe,R2,T3,ZNF552,No,0.635151637669745,-,0.996598639455782,0.953020134228188,0.910426083184952
sgBMP10_5,Susa,R2,T5,BMP10,No,0.63524686028044,-,0.986394557823129,0.951342281879195,0.881129297356526
sgUBQLN3_3,Susa,R1,T5,UBQLN3,No,0.636250932435395,-,0.998299319727891,0.98489932885906,0.94936481303931
sgNDC80_6,Susa,R2,T1,NDC80,No,0.636360850983096,+,0.950680272108844,0.99496644295302,0.343665822033511
sgPLCD4_4,Hbe,R2,T5,PLCD4,No,0.636700818811482,-,0.994897959183674,0.88758389261745,0.954238574624481
sgADARB1_6,Hbe,R2,T5,ADARB1,No,0.63679822861167,-,0.994897959183674,0.889261744966443,0.954238574624481
sgMYO1B_5,Hbe,R1,T5,MYO1B,No,0.636925940826705,-,0.996598639455782,0.926174496644295,0.948229123864311
sgFAT1_6,Hbe,R2,T6,FAT1,No,0.636978660466264,-,0.989795918367347,0.88255033557047,0.959497557412227
sgPLCD4_4,Hbe,R2,T6,PLCD4,No,0.637064179667999,-,0.989795918367347,0.884228187919463,0.959497557412227
sgTSPY8_2,Hbe,R1,T4,TSPY8,No,0.637350722373331,-,0.998299319727891,0.956375838926175,0.955950668858147
sgSOX1_1,Hbe,R2,T5,SOX1,No,0.638100186491613,-,0.994897959183674,0.890939597315436,0.954238574624481
sgFAT1_5,Hbe,R2,T3,FAT1,No,0.638309718333935,-,0.996598639455782,0.954697986577181,0.910426083184952
sgUBQLN3_2,Hbe,R1,T3,UBQLN3,No,0.638329711123646,-,0.996598639455782,0.978187919463087,0.922673263936447
sgBANF2_1,Hbe,R1,T4,BANF2,No,0.639070771156411,-,0.998299319727891,0.958053691275168,0.955950668858147
sgPRB1_6,Hbe,R2,T5,PRB1,No,0.639247756276918,-,0.994897959183674,0.89261744966443,0.954238574624481
sgPICALM_1,Hbe,R2,T6,PICALM,No,0.639445736362756,-,0.989795918367347,0.885906040268456,0.959497557412227
sgLAS1L_4,Hbe,R2,T6,LAS1L,No,0.639480855189771,+,0.991496598639456,0.885906040268456,0.959497557412227
sgACTL6A_5,Hbe,R2,T5,ACTL6A,No,0.639678686953918,+,0.996598639455782,0.89261744966443,0.954238574624481
sgPLCD4_4,Hbe,R2,T5,PLCD4,No,0.640090815521408,-,0.996598639455782,0.894295302013423,0.954238574624481
sgUBQLN3_5,Susa,R2,T6,UBQLN3,No,0.640807814793672,-,0.989795918367347,0.934563758389262,0.862398986440214
sgLAS1L_4,Hbe,R2,T5,LAS1L,No,0.641148844228735,+,0.998299319727891,0.894295302013423,0.954238574624481
sgSNX16_1,Susa,R2,T5,SNX16,No,0.641516431255537,-,0.986394557823129,0.953020134228188,0.881129297356526
sgNLRP5_4,Hbe,R1,T5,NLRP5,No,0.641691516049089,-,0.996598639455782,0.927852348993289,0.948229123864311
sgFAT1_4,Hbe,R1,T5,FAT1,No,0.641812154638421,-,0.996598639455782,0.929530201342282,0.948229123864311
sgSOX14_2,Hbe,R1,T5,SOX14,No,0.642131063507533,-,0.996598639455782,0.931208053691275,0.948229123864311
sgPTEN_3,Susa,R2,T6,PTEN,No,0.642163513687969,-,0.989795918367347,0.936241610738255,0.862398986440214
sgSLMO1_1,Hbe,R2,T6,SLMO1,No,0.642624760492065,-,0.991496598639456,0.88758389261745,0.959497557412227
sgPSMB3_6,Susa,R2,T1,PSMB3,No,0.643339999967157,+,0.952380952380952,0.99496644295302,0.343665822033511
sgFAT1_4,Hbe,R2,T3,FAT1,No,0.64340568328959,-,0.996598639455782,0.956375838926175,0.910426083184952
sgSNX16_4,Hbe,R2,T6,SNX16,No,0.643646737576925,-,0.991496598639456,0.889261744966443,0.959497557412227
sgZNF552_4,Susa,R1,T6,ZNF552,No,0.644737517567116,-,0.998299319727891,0.971476510067114,0.935257156553897
sgSNX16_5,Hbe,R2,T6,SNX16,No,0.644755220825764,-,0.991496598639456,0.890939597315436,0.959497557412227
sgBANF2_6,Hbe,R1,T3,BANF2,No,0.644996011864033,-,0.996598639455782,0.979865771812081,0.922673263936447
sgSOX14_6,Hbe,R1,T6,SOX14,No,0.645066747771507,-,0.998299319727891,0.939597315436242,0.940955576861617
sgIPO13_1,Susa,R2,T6,IPO13,No,0.645129692649594,+,0.991496598639456,0.936241610738255,0.862398986440214
sgBANF2_2,Susa,R1,T6,BANF2,No,0.645195879027288,-,0.998299319727891,0.973154362416107,0.935257156553897
sgNREP_4,Hbe,R1,T5,NREP,No,0.645358434833945,-,0.996598639455782,0.932885906040268,0.948229123864311
sgUBL5_6,Susa,R2,T5,UBL5,No,0.645680908643392,+,0.988095238095238,0.953020134228188,0.881129297356526
sgPTEN_2,Hbe,R2,T6,PTEN,No,0.645786748337909,-,0.991496598639456,0.89261744966443,0.959497557412227
sgSPOP_4,Hbe,R1,T4,SPOP,No,0.645923888310917,-,0.998299319727891,0.959731543624161,0.955950668858147
sgAAR2_2,Hbe,R2,T5,AAR2,No,0.646120094616295,-,0.998299319727891,0.895973154362416,0.954238574624481
sgCOTL1_6,Hbe,R1,T5,COTL1,No,0.646561642810441,-,0.996598639455782,0.934563758389262,0.948229123864311
sgPLCD4_6,Hbe,R2,T6,PLCD4,No,0.647595962883188,-,0.991496598639456,0.894295302013423,0.959497557412227
sgIL12B_6,Hbe,R2,T3,IL12B,No,0.64787520986427,-,0.996598639455782,0.958053691275168,0.910426083184952
sgZNF432_3,Hbe,R2,T5,ZNF432,No,0.647970939093691,-,0.998299319727891,0.897651006711409,0.954238574624481
sgLIM2_3,Susa,R2,T5,LIM2,No,0.648223519886685,-,0.988095238095238,0.954697986577181,0.881129297356526
sgZNF432_3,Hbe,R1,T6,ZNF432,No,0.648457506007965,-,0.998299319727891,0.941275167785235,0.940955576861617
sgNLRP4_1,Susa,R2,T5,NLRP4,No,0.64878150747746,-,0.988095238095238,0.956375838926175,0.881129297356526
sgSVIP_5,Hbe,R2,T5,SVIP,No,0.649773756267651,-,0.998299319727891,0.899328859060403,0.954238574624481
sgBMP10_5,Susa,R2,T6,BMP10,No,0.650232205087085,-,0.991496598639456,0.937919463087248,0.862398986440214
sgPCNA_6,Susa,R2,T1,PCNA,No,0.650537217498045,+,0.954081632653061,0.99496644295302,0.343665822033511
sgDCX_4,Hbe,R2,T6,DCX,No,0.650772109245102,-,0.991496598639456,0.895973154362416,0.959497557412227
sgTRAPPC1_1,Susa,R2,T2,TRAPPC1,No,0.651205364635133,+,0.972789115646258,0.986577181208054,0.594176596813222
sgTGIF2LY_6,Hbe,R2,T5,TGIF2LY,No,0.651843892071546,-,0.998299319727891,0.901006711409396,0.954238574624481
