sgRNA,Cell_line,Replicate,Timepoint,gene,Treatment,diff,type,TP,FP,AUC
sgBUD31_6,Hbe,R1,T4,BUD31,No,-1.94024060984291,+,0.0187074829931973,0.00167785234899329,0.955950668858147
sgWDR74_6,Hbe,R1,T5,WDR74,No,-1.93997705640169,+,0.0408163265306122,0.00167785234899329,0.948229123864311
sgCTDP1_4,Susa,R1,T3,CTDP1,No,-1.93990867521586,+,0.00680272108843537,0,0.877981897456969
sgGUK1_4,Hbe,R2,T4,GUK1,No,-1.93901124852301,+,0.0408163265306122,0,0.946659704150116
sgDDX20_3,Susa,R2,T5,DDX20,No,-1.93846221292436,+,0.00510204081632653,0,0.881129297356526
sgXPO1_2,Hbe,R2,T4,XPO1,No,-1.93815300141983,+,0.0425170068027211,0,0.946659704150116
sgZPR1_5,Hbe,R2,T5,ZPR1,No,-1.93815060881901,+,0.0374149659863946,0,0.954238574624481
sgDDX20_4,Hbe,R2,T4,DDX20,No,-1.93712917229369,+,0.0442176870748299,0,0.946659704150116
sgC9orf114_1,Hbe,R2,T6,C9orf114,No,-1.9369353865776,+,0.115646258503401,0,0.959497557412227
sgXAB2_1,Susa,R1,T5,XAB2,No,-1.93676167050008,+,0.00850340136054422,0,0.94936481303931
sgZPR1_2,Hbe,R2,T5,ZPR1,No,-1.93573447020285,+,0.0391156462585034,0,0.954238574624481
sgXPO1_2,Hbe,R2,T5,XPO1,No,-1.93504013298604,+,0.0408163265306122,0,0.954238574624481
sgAARS_2,Hbe,R2,T6,AARS,No,-1.93489260276242,+,0.11734693877551,0,0.959497557412227
sgPCNA_1,Hbe,R1,T5,PCNA,No,-1.9348710115194,+,0.0425170068027211,0.00167785234899329,0.948229123864311
sgSNRPD2_4,Hbe,R2,T3,SNRPD2,No,-1.93348680591318,+,0.0357142857142857,0,0.910426083184952
sgXPO1_2,Hbe,R1,T5,XPO1,No,-1.93207671407709,+,0.0442176870748299,0.00167785234899329,0.948229123864311
sgPCNA_4,Hbe,R2,T3,PCNA,No,-1.93207339809513,+,0.0374149659863946,0,0.910426083184952
sgSNRPD2_4,Hbe,R1,T5,SNRPD2,No,-1.93179392289398,+,0.0459183673469388,0.00167785234899329,0.948229123864311
sgNDC80_6,Hbe,R1,T5,NDC80,No,-1.93123141356461,+,0.0476190476190476,0.00167785234899329,0.948229123864311
sgTRAPPC3_5,Hbe,R2,T5,TRAPPC3,No,-1.9301541167269,+,0.0425170068027211,0,0.954238574624481
sgNSF_6,Hbe,R2,T6,NSF,No,-1.92962338158063,+,0.119047619047619,0,0.959497557412227
sgUBL5_5,Hbe,R1,T3,UBL5,No,-1.92948541894282,+,0.0119047619047619,0,0.922673263936447
sgC9orf114_2,Hbe,R2,T6,C9orf114,No,-1.92841063144251,+,0.120748299319728,0,0.959497557412227
sgALG1_5,Susa,R1,T6,ALG1,No,-1.9283089380435,+,0.0306122448979592,0,0.935257156553897
sgSNRPD2_4,Hbe,R1,T4,SNRPD2,No,-1.92714063668122,+,0.0204081632653061,0.00167785234899329,0.955950668858147
sgIMP4_5,Hbe,R2,T5,IMP4,No,-1.92650694505558,+,0.0442176870748299,0,0.954238574624481
sgTRMT112_3,Hbe,R2,T4,TRMT112,No,-1.92620430393345,+,0.0459183673469388,0,0.946659704150116
sgCDC16_3,Hbe,R1,T5,CDC16,No,-1.92595064813098,+,0.0493197278911565,0.00167785234899329,0.948229123864311
sgC9orf114_1,Hbe,R2,T5,C9orf114,No,-1.92572467709841,+,0.0459183673469388,0,0.954238574624481
sgEIF2B1_3,Hbe,R2,T5,EIF2B1,No,-1.92537781191822,+,0.0476190476190476,0,0.954238574624481
sgAARS_2,Hbe,R2,T4,AARS,No,-1.92455533898813,+,0.0476190476190476,0,0.946659704150116
sgNDC80_6,Hbe,R1,T3,NDC80,No,-1.92421706376401,+,0.0136054421768707,0,0.922673263936447
sgACTL6A_2,Hbe,R1,T5,ACTL6A,No,-1.92410818232121,+,0.0510204081632653,0.00167785234899329,0.948229123864311
sgZPR1_2,Hbe,R1,T5,ZPR1,No,-1.9240631789912,+,0.0527210884353742,0.00167785234899329,0.948229123864311
sgTRAPPC3_6,Hbe,R2,T6,TRAPPC3,No,-1.92331794361837,+,0.122448979591837,0,0.959497557412227
sgAARS_6,Hbe,R2,T5,AARS,No,-1.9230251536193,+,0.0493197278911565,0,0.954238574624481
sgSNRPD2_4,Hbe,R1,T4,SNRPD2,No,-1.92294943602756,+,0.022108843537415,0.00167785234899329,0.955950668858147
sgBUD31_4,Hbe,R2,T6,BUD31,No,-1.92141205170145,+,0.124149659863946,0,0.959497557412227
sgPSMB3_5,Susa,R1,T3,PSMB3,No,-1.92140491818007,+,0.00850340136054422,0,0.877981897456969
sgZPR1_4,Hbe,R2,T6,ZPR1,No,-1.92129812722089,+,0.125850340136054,0,0.959497557412227
sgUBL5_5,Hbe,R1,T5,UBL5,No,-1.92112441211829,+,0.054421768707483,0.00167785234899329,0.948229123864311
sgPSMB3_5,Hbe,R1,T2,PSMB3,No,-1.92096947993902,+,0.00170068027210884,0,0.764732570880701
sgCDC16_5,Hbe,R1,T4,CDC16,No,-1.9203016642039,+,0.0238095238095238,0.00167785234899329,0.955950668858147
sgACTL6A_6,Susa,R1,T6,ACTL6A,No,-1.91979605621338,+,0.032312925170068,0,0.935257156553897
sgCDC16_4,Hbe,R1,T4,CDC16,No,-1.91967353544003,+,0.0255102040816327,0.00167785234899329,0.955950668858147
sgIARS2_3,Hbe,R1,T5,IARS2,No,-1.91957954050154,+,0.0561224489795918,0.00167785234899329,0.948229123864311
sgNSF_3,Hbe,R1,T5,NSF,No,-1.91955692477741,+,0.0578231292517007,0.00167785234899329,0.948229123864311
sgNSF_3,Hbe,R2,T6,NSF,No,-1.91823278513924,+,0.127551020408163,0,0.959497557412227
sgNSF_6,Hbe,R2,T4,NSF,No,-1.91791128677016,+,0.0493197278911565,0,0.946659704150116
sgAARS_2,Hbe,R1,T4,AARS,No,-1.91582178435061,+,0.0272108843537415,0.00167785234899329,0.955950668858147
sgIMP4_5,Hbe,R2,T6,IMP4,No,-1.9140904184711,+,0.129251700680272,0,0.959497557412227
sgUBL5_5,Hbe,R1,T6,UBL5,No,-1.91406820479719,+,0.0357142857142857,0.00167785234899329,0.940955576861617
sgPOLR3H_5,Hbe,R2,T5,POLR3H,No,-1.91375127575387,+,0.0510204081632653,0,0.954238574624481
sgALG1_6,Susa,R1,T6,ALG1,No,-1.91373267908771,+,0.0340136054421769,0,0.935257156553897
sgUSP39_3,Hbe,R1,T6,USP39,No,-1.91360013334674,+,0.0374149659863946,0.00167785234899329,0.940955576861617
sgTRMT112_6,Hbe,R2,T6,TRMT112,No,-1.91359740129552,+,0.130952380952381,0,0.959497557412227
sgWDR74_6,Hbe,R1,T6,WDR74,No,-1.91280987894853,+,0.0391156462585034,0.00167785234899329,0.940955576861617
sgUBL5_6,Hbe,R2,T5,UBL5,No,-1.91270481363921,+,0.0527210884353742,0,0.954238574624481
sgCDC16_4,Susa,R1,T5,CDC16,No,-1.9122706993784,+,0.0102040816326531,0,0.94936481303931
sgPSMB3_4,Hbe,R1,T3,PSMB3,No,-1.91090380207492,+,0.0153061224489796,0,0.922673263936447
sgCDC16_4,Susa,R1,T3,CDC16,No,-1.91067490138642,+,0.0102040816326531,0,0.877981897456969
sgIMP4_1,Hbe,R2,T4,IMP4,No,-1.91057420795261,+,0.0510204081632653,0,0.946659704150116
sgTRMT112_5,Hbe,R2,T6,TRMT112,No,-1.90960697382698,+,0.13265306122449,0,0.959497557412227
sgVPS25_6,Susa,R1,T5,VPS25,No,-1.90777237712195,+,0.0119047619047619,0,0.94936481303931
sgIARS2_6,Hbe,R1,T6,IARS2,No,-1.90747386209097,+,0.0408163265306122,0.00167785234899329,0.940955576861617
sgSNRPD2_3,Hbe,R2,T5,SNRPD2,No,-1.90676484703758,+,0.054421768707483,0,0.954238574624481
sgVPS25_3,Hbe,R2,T4,VPS25,No,-1.90622184986037,+,0.0527210884353742,0,0.946659704150116
sgGAPDH_1,Hbe,R2,T5,GAPDH,No,-1.90597716352501,+,0.0561224489795918,0,0.954238574624481
sgPCNA_6,Hbe,R2,T4,PCNA,No,-1.90595972960475,+,0.054421768707483,0,0.946659704150116
sgAARS_2,Hbe,R2,T5,AARS,No,-1.9053184213412,+,0.0578231292517007,0,0.954238574624481
sgATP6V0C_4,Hbe,R2,T5,ATP6V0C,No,-1.90509158053163,+,0.0595238095238095,0,0.954238574624481
sgNSF_6,Hbe,R2,T5,NSF,No,-1.90499911012372,+,0.0612244897959184,0,0.954238574624481
sgPES1_4,Hbe,R2,T6,PES1,No,-1.90493054241571,+,0.134353741496599,0,0.959497557412227
sgRUVBL2_3,Hbe,R2,T3,RUVBL2,No,-1.9025963883017,+,0.0391156462585034,0,0.910426083184952
sgIARS2_3,Susa,R2,T6,IARS2,No,-1.90223669630839,+,0.00850340136054422,0,0.862398986440214
sgSNRPD2_3,Hbe,R1,T4,SNRPD2,No,-1.90152578844762,+,0.0289115646258503,0.00167785234899329,0.955950668858147
sgDDX20_5,Hbe,R2,T6,DDX20,No,-1.9001556703466,+,0.136054421768707,0,0.959497557412227
sgIMP4_4,Hbe,R2,T5,IMP4,No,-1.89886453415089,+,0.0629251700680272,0,0.954238574624481
sgTRAPPC3_6,Hbe,R2,T5,TRAPPC3,No,-1.89869367216146,+,0.0646258503401361,0,0.954238574624481
sgCDC16_4,Hbe,R2,T6,CDC16,No,-1.89840183960452,+,0.137755102040816,0,0.959497557412227
sgZPR1_2,Susa,R2,T5,ZPR1,No,-1.8974180210869,+,0.00680272108843537,0,0.881129297356526
sgXPO1_3,Susa,R2,T6,XPO1,No,-1.89711776461159,+,0.0102040816326531,0,0.862398986440214
sgNSF_5,Susa,R2,T5,NSF,No,-1.89572421295903,+,0.00850340136054422,0,0.881129297356526
sgALG1_5,Hbe,R2,T5,ALG1,No,-1.89557401558607,+,0.0663265306122449,0,0.954238574624481
sgIARS2_3,Susa,R2,T5,IARS2,No,-1.89533046196242,+,0.0102040816326531,0,0.881129297356526
sgSNRPD2_3,Susa,R1,T5,SNRPD2,No,-1.89488818764204,+,0.0136054421768707,0,0.94936481303931
sgPSMB3_2,Hbe,R2,T6,PSMB3,No,-1.89408914621565,+,0.139455782312925,0,0.959497557412227
sgNSF_5,Susa,R1,T6,NSF,No,-1.89400533110236,+,0.0357142857142857,0,0.935257156553897
sgXPO1_3,Susa,R1,T3,XPO1,No,-1.89349007420537,+,0.0119047619047619,0,0.877981897456969
sgIMP4_1,Hbe,R2,T5,IMP4,No,-1.89315896686948,+,0.0680272108843537,0,0.954238574624481
sgATP6V0C_1,Susa,R1,T3,ATP6V0C,No,-1.8927459084085,+,0.0136054421768707,0,0.877981897456969
sgPSMB3_4,Hbe,R2,T6,PSMB3,No,-1.89273674502231,+,0.141156462585034,0,0.959497557412227
sgATP6V0C_4,Hbe,R2,T6,ATP6V0C,No,-1.89245673837174,+,0.142857142857143,0,0.959497557412227
sgSNRPD2_5,Hbe,R1,T3,SNRPD2,No,-1.89205967553513,+,0.0170068027210884,0,0.922673263936447
sgXAB2_3,Hbe,R2,T6,XAB2,No,-1.89186377811575,+,0.144557823129252,0,0.959497557412227
sgPOLR3H_5,Susa,R1,T6,POLR3H,No,-1.89179581740666,+,0.0374149659863946,0,0.935257156553897
sgLAS1L_6,Hbe,R1,T6,LAS1L,No,-1.89052231568245,+,0.0425170068027211,0.00167785234899329,0.940955576861617
sgCDC16_4,Hbe,R1,T5,CDC16,No,-1.8903130290214,+,0.0595238095238095,0.00167785234899329,0.948229123864311
sgUTP23_5,Hbe,R1,T5,UTP23,No,-1.89031227894891,+,0.0612244897959184,0.00167785234899329,0.948229123864311
sgPOLR3H_5,Hbe,R2,T4,POLR3H,No,-1.88962265435892,+,0.0561224489795918,0,0.946659704150116
sgXPO1_3,Hbe,R1,T5,XPO1,No,-1.88833948714617,+,0.0629251700680272,0.00167785234899329,0.948229123864311
sgPSMB3_2,Hbe,R1,T4,PSMB3,No,-1.88827850433577,+,0.0306122448979592,0.00167785234899329,0.955950668858147
sgPSMB3_1,Susa,R1,T3,PSMB3,No,-1.88732175665354,+,0.0153061224489796,0,0.877981897456969
sgPSMB3_6,Hbe,R2,T6,PSMB3,No,-1.88709469708285,+,0.146258503401361,0,0.959497557412227
sgXPO1_6,Susa,R1,T3,XPO1,No,-1.88689400717158,+,0.0170068027210884,0,0.877981897456969
sgCDC16_4,Hbe,R2,T4,CDC16,No,-1.88668974479405,+,0.0578231292517007,0,0.946659704150116
sgNDC80_6,Susa,R1,T5,NDC80,No,-1.88595614521279,+,0.0153061224489796,0,0.94936481303931
sgPCNA_4,Hbe,R2,T6,PCNA,No,-1.88595341530544,+,0.147959183673469,0,0.959497557412227
sgXPO1_2,Hbe,R1,T6,XPO1,No,-1.88585150267303,+,0.0442176870748299,0.00167785234899329,0.940955576861617
sgSNRPD2_4,Hbe,R1,T3,SNRPD2,No,-1.88527652324832,+,0.0187074829931973,0,0.922673263936447
sgNSF_6,Hbe,R2,T6,NSF,No,-1.88525684797686,+,0.149659863945578,0,0.959497557412227
sgSNRPD2_4,Susa,R1,T5,SNRPD2,No,-1.88525175702633,+,0.0170068027210884,0,0.94936481303931
sgXPO1_3,Hbe,R1,T3,XPO1,No,-1.88512564610652,+,0.0204081632653061,0,0.922673263936447
sgZPR1_2,Hbe,R2,T6,ZPR1,No,-1.88503165863173,+,0.151360544217687,0,0.959497557412227
sgTRMT112_5,Hbe,R2,T5,TRMT112,No,-1.88498270237007,+,0.0697278911564626,0,0.954238574624481
sgTRMT112_5,Hbe,R1,T5,TRMT112,No,-1.88494169279028,+,0.0646258503401361,0.00167785234899329,0.948229123864311
sgATP6V0C_5,Susa,R1,T5,ATP6V0C,No,-1.884582594591,+,0.0187074829931973,0,0.94936481303931
sgUSP39_6,Hbe,R2,T6,USP39,No,-1.88431698406496,+,0.153061224489796,0,0.959497557412227
sgNSF_5,Susa,R2,T6,NSF,No,-1.88419278666196,+,0.0119047619047619,0,0.862398986440214
sgEXOSC7_4,Hbe,R1,T4,EXOSC7,No,-1.88267019161023,+,0.032312925170068,0.00167785234899329,0.955950668858147
sgNSF_3,Hbe,R1,T3,NSF,No,-1.88120618683627,+,0.022108843537415,0,0.922673263936447
sgATP6V0C_4,Hbe,R1,T6,ATP6V0C,No,-1.88078208846359,+,0.0459183673469388,0.00167785234899329,0.940955576861617
sgLAS1L_3,Susa,R2,T6,LAS1L,No,-1.8806346439025,+,0.0136054421768707,0,0.862398986440214
sgATP6V0C_2,Hbe,R2,T5,ATP6V0C,No,-1.88061053157624,+,0.0714285714285714,0,0.954238574624481
sgXPO1_1,Hbe,R2,T5,XPO1,No,-1.88032196545268,+,0.0731292517006803,0,0.954238574624481
sgUTP23_5,Hbe,R1,T6,UTP23,No,-1.87997958795376,+,0.0476190476190476,0.00167785234899329,0.940955576861617
sgATP6V0C_6,Susa,R1,T3,ATP6V0C,No,-1.87945080286565,+,0.0187074829931973,0,0.877981897456969
sgTRMT112_1,Hbe,R1,T6,TRMT112,No,-1.87936140062876,+,0.0493197278911565,0.00167785234899329,0.940955576861617
sgC9orf114_2,Hbe,R2,T5,C9orf114,No,-1.876403496069,+,0.0748299319727891,0,0.954238574624481
sgCDC16_4,Susa,R1,T6,CDC16,No,-1.87562731356859,+,0.0391156462585034,0,0.935257156553897
sgVPS25_1,Hbe,R2,T6,VPS25,No,-1.87499239687377,+,0.154761904761905,0,0.959497557412227
sgSNRPD2_4,Hbe,R1,T3,SNRPD2,No,-1.87423475298611,+,0.0238095238095238,0,0.922673263936447
sgCDC16_4,Hbe,R2,T5,CDC16,No,-1.87377756814761,+,0.076530612244898,0,0.954238574624481
sgTRAPPC3_2,Hbe,R2,T4,TRAPPC3,No,-1.87371741961578,+,0.0595238095238095,0,0.946659704150116
sgXPO1_1,Hbe,R2,T4,XPO1,No,-1.87268257169505,+,0.0612244897959184,0,0.946659704150116
sgTRAPPC3_6,Hbe,R2,T4,TRAPPC3,No,-1.87218006147258,+,0.0629251700680272,0,0.946659704150116
sgVPS25_6,Susa,R1,T4,VPS25,No,-1.87205766535086,+,0.00680272108843537,0,0.941529128429895
sgIARS2_6,Hbe,R2,T5,IARS2,No,-1.87132639210801,+,0.0782312925170068,0,0.954238574624481
sgCDK7_5,Hbe,R2,T6,CDK7,No,-1.86985016148062,+,0.156462585034014,0,0.959497557412227
sgWDR74_4,Hbe,R2,T6,WDR74,No,-1.86923719676385,+,0.158163265306122,0,0.959497557412227
sgTRMT112_3,Hbe,R2,T6,TRMT112,No,-1.86688181565057,+,0.159863945578231,0,0.959497557412227
sgLAS1L_3,Hbe,R2,T6,LAS1L,No,-1.86677262853091,+,0.16156462585034,0,0.959497557412227
sgNUF2_1,Hbe,R2,T4,NUF2,No,-1.86668715474729,+,0.0646258503401361,0,0.946659704150116
sgDDX20_4,Hbe,R2,T6,DDX20,No,-1.8666138756394,+,0.163265306122449,0,0.959497557412227
sgBUD31_6,Susa,R1,T6,BUD31,No,-1.86634775685173,+,0.0408163265306122,0,0.935257156553897
sgXPO1_2,Hbe,R2,T6,XPO1,No,-1.86449309542946,+,0.164965986394558,0,0.959497557412227
sgAARS_2,Hbe,R1,T4,AARS,No,-1.86376046465816,+,0.0340136054421769,0.00167785234899329,0.955950668858147
sgC9orf114_2,Hbe,R2,T4,C9orf114,No,-1.86228814353672,+,0.0663265306122449,0,0.946659704150116
sgXPO1_2,Hbe,R2,T6,XPO1,No,-1.86084270178632,+,0.166666666666667,0,0.959497557412227
sgPOLR3H_3,Hbe,R1,T6,POLR3H,No,-1.86061956391328,+,0.0510204081632653,0.00167785234899329,0.940955576861617
sgZPR1_5,Hbe,R2,T6,ZPR1,No,-1.86061396968555,+,0.168367346938776,0,0.959497557412227
sgTRAPPC3_2,Hbe,R2,T6,TRAPPC3,No,-1.86051574533174,+,0.170068027210884,0,0.959497557412227
sgALG1_5,Hbe,R1,T5,ALG1,No,-1.86049939053472,+,0.0663265306122449,0.00167785234899329,0.948229123864311
sgPCNA_6,Hbe,R2,T6,PCNA,No,-1.86040448938388,+,0.171768707482993,0,0.959497557412227
sgWDR74_5,Hbe,R2,T4,WDR74,No,-1.86032961728791,+,0.0680272108843537,0,0.946659704150116
sgCTDP1_2,Hbe,R1,T6,CTDP1,No,-1.85984754524144,+,0.0527210884353742,0.00167785234899329,0.940955576861617
sgPCNA_4,Hbe,R2,T4,PCNA,No,-1.85977441914254,+,0.0697278911564626,0,0.946659704150116
sgWDR74_4,Hbe,R1,T5,WDR74,No,-1.85819880441012,+,0.0680272108843537,0.00167785234899329,0.948229123864311
sgZPR1_4,Susa,R1,T6,ZPR1,No,-1.85692452737131,+,0.0425170068027211,0,0.935257156553897
sgATP6V0C_5,Susa,R1,T6,ATP6V0C,No,-1.85658572575562,+,0.0442176870748299,0,0.935257156553897
sgNDC80_6,Hbe,R1,T3,NDC80,No,-1.85646119016407,+,0.0255102040816327,0,0.922673263936447
sgSNRPD2_2,Hbe,R2,T6,SNRPD2,No,-1.85631533104464,+,0.173469387755102,0,0.959497557412227
sgXAB2_3,Hbe,R2,T5,XAB2,No,-1.85629713516424,+,0.0799319727891157,0,0.954238574624481
sgCDC16_4,Hbe,R1,T6,CDC16,No,-1.85614209744296,+,0.054421768707483,0.00167785234899329,0.940955576861617
sgPSMB3_2,Hbe,R1,T6,PSMB3,No,-1.85572782280469,+,0.0561224489795918,0.00167785234899329,0.940955576861617
sgVPS25_1,Hbe,R2,T5,VPS25,No,-1.85452603372314,+,0.0816326530612245,0,0.954238574624481
sgZPR1_4,Hbe,R2,T5,ZPR1,No,-1.8538483338653,+,0.0833333333333333,0,0.954238574624481
sgC9orf114_1,Susa,R1,T6,C9orf114,No,-1.85298265452106,+,0.0459183673469388,0,0.935257156553897
sgATP6V0C_6,Hbe,R1,T6,ATP6V0C,No,-1.85266635489722,+,0.0578231292517007,0.00167785234899329,0.940955576861617
sgDDX20_6,Susa,R2,T6,DDX20,No,-1.85257612645005,+,0.0153061224489796,0,0.862398986440214
sgRUVBL2_3,Hbe,R2,T6,RUVBL2,No,-1.85231903192969,+,0.175170068027211,0,0.959497557412227
sgCDC16_3,Hbe,R2,T6,CDC16,No,-1.85225217142199,+,0.17687074829932,0,0.959497557412227
sgGUK1_6,Hbe,R1,T6,GUK1,No,-1.85169761236777,+,0.0595238095238095,0.00167785234899329,0.940955576861617
sgATP6V0C_1,Hbe,R2,T5,ATP6V0C,No,-1.85102729005771,+,0.0850340136054422,0,0.954238574624481
sgPCNA_3,Hbe,R2,T3,PCNA,No,-1.84880097431272,+,0.0408163265306122,0,0.910426083184952
sgUBL5_2,Hbe,R2,T4,UBL5,No,-1.84837032686169,+,0.0714285714285714,0,0.946659704150116
sgCTDP1_2,Hbe,R1,T5,CTDP1,No,-1.8481806026751,+,0.0697278911564626,0.00167785234899329,0.948229123864311
sgUSP39_3,Susa,R1,T6,USP39,No,-1.84779478063656,+,0.0476190476190476,0,0.935257156553897
sgPCNA_3,Susa,R1,T6,PCNA,No,-1.84779478063656,+,0.0493197278911565,0,0.935257156553897
sgPSMB3_6,Hbe,R1,T5,PSMB3,No,-1.84732386055838,+,0.0714285714285714,0.00167785234899329,0.948229123864311
sgXPO1_3,Hbe,R2,T5,XPO1,No,-1.84669788941141,+,0.086734693877551,0,0.954238574624481
sgC9orf114_2,Hbe,R1,T6,C9orf114,No,-1.84669534230432,+,0.0612244897959184,0.00167785234899329,0.940955576861617
sgSNRPD2_3,Hbe,R2,T4,SNRPD2,No,-1.84660427075479,+,0.0731292517006803,0,0.946659704150116
sgAARS_6,Hbe,R2,T4,AARS,No,-1.84606867757314,+,0.0748299319727891,0,0.946659704150116
sgUTP23_5,Hbe,R2,T6,UTP23,No,-1.84520646375494,+,0.178571428571429,0,0.959497557412227
sgPCNA_6,Susa,R1,T5,PCNA,No,-1.84507152414939,+,0.0204081632653061,0,0.94936481303931
sgPOLR3H_5,Hbe,R1,T4,POLR3H,No,-1.84485725823038,+,0.0357142857142857,0.00167785234899329,0.955950668858147
sgSNRPD2_4,Hbe,R2,T4,SNRPD2,No,-1.84473417346559,+,0.076530612244898,0,0.946659704150116
sgPSMB3_3,Hbe,R2,T6,PSMB3,No,-1.84445982095625,+,0.180272108843537,0,0.959497557412227
sgTRAPPC3_5,Hbe,R1,T6,TRAPPC3,No,-1.84354142926469,+,0.0629251700680272,0.00167785234899329,0.940955576861617
sgIMP4_4,Hbe,R2,T6,IMP4,No,-1.84327630251193,+,0.181972789115646,0,0.959497557412227
sgIMP4_3,Hbe,R1,T6,IMP4,No,-1.8432713077754,+,0.0646258503401361,0.00167785234899329,0.940955576861617
sgMCM2_4,Hbe,R2,T5,MCM2,No,-1.84317301957777,+,0.0884353741496599,0,0.954238574624481
sgPOLR3H_6,Hbe,R2,T6,POLR3H,No,-1.84253305170225,+,0.183673469387755,0,0.959497557412227
sgZPR1_2,Susa,R2,T6,ZPR1,No,-1.84244900054149,+,0.0170068027210884,0,0.862398986440214
sgGAPDH_2,Susa,R1,T6,GAPDH,No,-1.84193929876147,+,0.0510204081632653,0,0.935257156553897
sgGUK1_2,Hbe,R2,T4,GUK1,No,-1.84188054569285,+,0.0782312925170068,0,0.946659704150116
sgMCM2_5,Hbe,R1,T4,MCM2,No,-1.84061990719207,+,0.0374149659863946,0.00167785234899329,0.955950668858147
sgGAPDH_3,Susa,R1,T6,GAPDH,No,-1.84028667322932,+,0.0527210884353742,0,0.935257156553897
sgCDK7_1,Hbe,R1,T5,CDK7,No,-1.84005446654746,+,0.0731292517006803,0.00167785234899329,0.948229123864311
sgSNRPD2_4,Hbe,R2,T5,SNRPD2,No,-1.83711940747411,+,0.0901360544217687,0,0.954238574624481
sgSNRPD2_4,Hbe,R1,T6,SNRPD2,No,-1.83674756881046,+,0.0663265306122449,0.00167785234899329,0.940955576861617
sgPSMB3_4,Hbe,R1,T5,PSMB3,No,-1.83467193237037,+,0.0748299319727891,0.00167785234899329,0.948229123864311
sgRFC5_3,Hbe,R2,T6,RFC5,No,-1.83442823488348,+,0.185374149659864,0,0.959497557412227
sgTOP1_5,Susa,R1,T6,TOP1,No,-1.834041819316,+,0.054421768707483,0,0.935257156553897
sgTRAPPC3_2,Hbe,R2,T5,TRAPPC3,No,-1.83311187564945,+,0.0918367346938776,0,0.954238574624481
sgCDC16_6,Hbe,R1,T5,CDC16,No,-1.83288647521225,+,0.076530612244898,0.00167785234899329,0.948229123864311
sgNVL_5,Hbe,R2,T6,NVL,No,-1.83263179591653,+,0.187074829931973,0,0.959497557412227
sgVPS25_6,Susa,R1,T3,VPS25,No,-1.83262172332728,+,0.0204081632653061,0,0.877981897456969
sgWDR12_4,Hbe,R2,T5,WDR12,No,-1.8326008370974,+,0.0935374149659864,0,0.954238574624481
sgSNRPD2_3,Hbe,R1,T6,SNRPD2,No,-1.83160209749998,+,0.0680272108843537,0.00167785234899329,0.940955576861617
sgPOLR3H_1,Susa,R1,T6,POLR3H,No,-1.83150524451984,+,0.0561224489795918,0,0.935257156553897
sgLAS1L_6,Susa,R1,T6,LAS1L,No,-1.83128240328822,+,0.0578231292517007,0,0.935257156553897
sgIARS2_6,Hbe,R2,T6,IARS2,No,-1.83075494185181,+,0.188775510204082,0,0.959497557412227
sgCTDP1_4,Hbe,R1,T3,CTDP1,No,-1.8296726873866,+,0.0272108843537415,0,0.922673263936447
sgMCM2_5,Hbe,R1,T6,MCM2,No,-1.82944681549571,+,0.0697278911564626,0.00167785234899329,0.940955576861617
sgBUD31_4,Hbe,R1,T6,BUD31,No,-1.82941461453276,+,0.0714285714285714,0.00167785234899329,0.940955576861617
sgEXOSC7_4,Hbe,R2,T3,EXOSC7,No,-1.82931694196444,+,0.0425170068027211,0,0.910426083184952
sgPSMB3_1,Susa,R1,T6,PSMB3,No,-1.82841851037647,+,0.0595238095238095,0,0.935257156553897
sgCTDP1_6,Hbe,R2,T3,CTDP1,No,-1.82829038101107,+,0.0442176870748299,0,0.910426083184952
sgTOP1_6,Hbe,R2,T5,TOP1,No,-1.82807955466377,+,0.0952380952380952,0,0.954238574624481
sgEIF2B1_3,Hbe,R2,T6,EIF2B1,No,-1.82779887227356,+,0.19047619047619,0,0.959497557412227
sgNSF_6,Hbe,R1,T5,NSF,No,-1.82743555424309,+,0.0782312925170068,0.00167785234899329,0.948229123864311
sgVPS25_6,Hbe,R2,T6,VPS25,No,-1.82743199583693,+,0.192176870748299,0,0.959497557412227
sgCDC16_6,Susa,R1,T6,CDC16,No,-1.8268689646512,+,0.0612244897959184,0,0.935257156553897
sgVPS25_1,Hbe,R2,T6,VPS25,No,-1.82648128320028,+,0.193877551020408,0,0.959497557412227
sgATP6V0C_6,Susa,R1,T5,ATP6V0C,No,-1.82636894235767,+,0.022108843537415,0,0.94936481303931
sgWDR12_2,Susa,R1,T6,WDR12,No,-1.82609459653254,+,0.0629251700680272,0,0.935257156553897
sgTRMT112_6,Hbe,R2,T5,TRMT112,No,-1.82596145119083,+,0.0969387755102041,0,0.954238574624481
sgEXOSC7_2,Hbe,R2,T5,EXOSC7,No,-1.82488086371737,+,0.0986394557823129,0,0.954238574624481
sgCTDP1_4,Hbe,R1,T6,CTDP1,No,-1.82413485078529,+,0.0731292517006803,0.00167785234899329,0.940955576861617
sgATP6V0C_6,Hbe,R2,T6,ATP6V0C,No,-1.82351203245216,+,0.195578231292517,0,0.959497557412227
sgPCNA_3,Hbe,R1,T4,PCNA,No,-1.82265211083222,+,0.0391156462585034,0.00167785234899329,0.955950668858147
sgZPR1_1,Hbe,R2,T6,ZPR1,No,-1.82258003234564,+,0.197278911564626,0,0.959497557412227
